Customer_ID,Name,Age,Region,Plan_Type,Monthly_Fee,Signup_Date,Last_Active_Date,Churned,Churn_Date,Support_Tickets,Avg_Usage_Hours_per_Week
CUST0250,Ayushman Issac,32,West Bengal,Standard,199,2025-07-15,2025-09-19,0,,3,12.17
CUST0251,Gauri Cheema,30,West Bengal,Premium,599,2026-01-05,2026-03-04,1,2026-02-27,8,9.9
CUST0252,Nihal Virk,43,Delhi,Basic,399,2025-03-02,2025-09-03,0,,4,11.72
CUST0253,Anamika Bhasin,37,Karnataka,Standard,999,2025-12-02,2026-01-26,0,,2,7.43
CUST0254,Dominic Luthra,32,Maharashtra,Standard,199,2024-04-12,2025-07-15,1,2025-01-27,8,19.03
CUST0255,Mahika Vala,21,West Bengal,Premium,999,2024-06-03,2024-07-09,1,2024-12-07,10,11.46
CUST0256,Om Chatterjee,47,West Bengal,Premium,599,2025-12-06,2026-01-30,0,,2,3.9
CUST0257,Zaitra Jain,27,Delhi,Premium,399,2025-06-13,2026-03-15,1,2025-08-01,8,14.13
CUST0258,Harinakshi Mahal,62,Maharashtra,Premium,999,2024-09-09,2025-01-12,0,,3,7.62
CUST0259,Qarin Walia,59,Delhi,Premium,399,2025-01-09,2025-03-23,1,2025-12-05,9,6.81
CUST0260,Kamya Tara,32,West Bengal,Basic,399,2025-11-23,2026-03-15,0,,4,3.16
CUST0261,Tarak Dhingra,61,Delhi,Premium,999,2025-08-30,2025-09-06,1,2026-02-09,7,12.31
CUST0262,Nitara Subramaniam,48,Tamil Nadu,Basic,599,2026-02-17,2026-03-24,0,,1,4.45
CUST0263,Vansha Chowdhury,20,Karnataka,Standard,199,2026-02-28,2026-03-28,0,,4,11.05
CUST0264,Bakhshi Oak,54,Maharashtra,Premium,399,2025-01-04,2026-01-09,1,2025-03-22,1,17.35
CUST0265,Henry Sachdeva,61,Maharashtra,Premium,399,2024-08-15,2025-12-09,0,,0,6.99
CUST0266,Krishna Nanda,46,Tamil Nadu,Premium,599,2024-05-23,2024-09-12,1,2024-10-31,2,4.19
CUST0267,Harsh Narang,50,Delhi,Premium,999,2025-10-06,2026-02-22,1,2025-10-23,3,4.48
CUST0268,Tarak Prabhakar,45,Maharashtra,Premium,199,2024-08-18,2025-08-08,0,,1,14.95
CUST0269,Zarna Maharaj,36,Delhi,Basic,399,2024-06-23,2025-03-18,0,,2,6.4
CUST0270,Yashodhara Dhar,63,Tamil Nadu,Basic,999,2025-12-06,2026-03-30,1,2025-12-13,3,9.54
CUST0271,Viraj Bassi,24,Tamil Nadu,Standard,599,2025-01-30,2025-02-17,1,2025-06-20,9,6.3
CUST0272,Abdul Sahota,18,Delhi,Premium,199,2025-12-07,2026-03-23,0,,2,14.43
CUST0273,Hemangini Chadha,53,West Bengal,Premium,599,2025-02-16,2026-01-17,0,,6,8.32
CUST0274,Oni Nath,40,Tamil Nadu,Standard,599,2024-08-16,2024-09-27,0,,1,1.72
CUST0275,Advay Gulati,64,Delhi,Standard,399,2025-02-05,2025-03-14,0,,7,1.24
CUST0276,Eta Anand,26,Tamil Nadu,Basic,999,2025-08-13,2026-02-19,0,,3,16.48
CUST0277,Wriddhish Butala,49,Delhi,Basic,599,2024-10-11,2025-06-13,0,,3,1.56
CUST0278,Yug Bava,47,Maharashtra,Standard,399,2024-05-13,2025-07-05,1,2024-07-04,4,14.14
CUST0279,Xiti Devan,59,Delhi,Premium,399,2024-12-05,2026-01-24,1,2025-11-27,1,8.61
CUST0280,Wakeeta Tank,50,Delhi,Standard,599,2026-01-25,2026-03-21,1,2026-03-20,10,3.4
CUST0281,Ati Saxena,33,Maharashtra,Standard,599,2025-06-05,2026-02-10,0,,6,14.22
CUST0282,Krishna Gara,39,Karnataka,Basic,599,2024-09-07,2025-04-11,1,2024-11-06,5,19.63
CUST0283,Udant Gaba,56,West Bengal,Basic,599,2024-07-22,2026-03-10,0,,7,11.79
CUST0284,Isaiah Muni,55,West Bengal,Premium,999,2025-11-07,2025-11-15,1,2025-12-04,10,19.91
CUST0285,Daniel Padmanabhan,49,West Bengal,Standard,599,2025-05-30,2025-07-23,0,,9,5.78
CUST0286,Akshay Suri,54,Karnataka,Standard,399,2025-08-08,2026-03-19,1,2026-02-17,0,15.03
CUST0287,Aryan Ganesan,47,Delhi,Basic,599,2025-10-10,2026-02-14,0,,3,11.84
CUST0288,Caleb Wali,38,West Bengal,Premium,599,2024-07-30,2025-08-28,1,2026-01-08,1,8.28
CUST0289,Chakradev Trivedi,29,Karnataka,Premium,999,2024-06-05,2025-09-24,1,2024-08-17,4,11.54
CUST0290,Indali Kala,19,Delhi,Basic,599,2024-07-06,2025-01-02,1,2024-07-29,1,9.6
CUST0291,Nakul Garde,19,Tamil Nadu,Standard,999,2025-04-05,2026-01-06,1,2025-05-31,3,1.34
CUST0292,Yadavi Modi,46,Karnataka,Basic,599,2025-03-31,2025-10-25,0,,0,16.04
CUST0293,Chanakya Kakar,32,Karnataka,Basic,999,2024-08-12,2025-12-01,0,,9,3.32
CUST0294,Victor Dutta,24,Delhi,Basic,199,2024-06-25,2026-01-29,1,2024-06-29,4,2.09
CUST0295,Naveen Khurana,39,West Bengal,Standard,399,2025-12-01,2025-12-30,1,2026-01-15,0,16.5
CUST0296,Yashodhara Pillay,48,Delhi,Premium,399,2024-12-04,2025-04-15,0,,0,17.77
CUST0297,Adweta Bahri,38,Maharashtra,Premium,999,2024-10-25,2026-01-30,0,,2,4.6
CUST0298,Kevin Khare,60,West Bengal,Premium,399,2025-12-01,2026-03-10,1,2026-01-29,3,3.71
CUST0299,Yadavi Ravel,63,Karnataka,Basic,199,2025-09-14,2025-12-09,1,2025-12-05,10,14.38
CUST0300,Vanya Dutt,47,Karnataka,Premium,599,2024-08-03,2026-03-22,1,2026-02-28,3,3.45
CUST0301,Quincy Ratta,53,Karnataka,Basic,399,2024-08-25,2025-06-24,1,2025-04-02,4,17.04
CUST0302,Yauvani Johal,52,Tamil Nadu,Basic,999,2025-09-27,2026-01-21,0,,6,14.29
CUST0303,Rajata Sem,31,Karnataka,Standard,399,2024-04-02,2025-02-23,1,2025-04-27,0,7.42
CUST0304,Mugdha Tailor,55,West Bengal,Basic,399,2025-11-09,2026-02-17,1,2025-11-12,6,8.49
CUST0305,Warinder Ahuja,56,West Bengal,Basic,399,2025-05-04,2026-03-08,0,,5,5.76
CUST0306,Ojas Lala,53,Maharashtra,Standard,399,2024-11-05,2025-06-21,0,,3,16.42
CUST0307,Quincy Krish,29,West Bengal,Standard,199,2024-08-05,2025-09-05,1,2024-08-17,0,7.69
CUST0308,Udarsh Sridhar,45,Maharashtra,Basic,399,2025-08-20,2025-09-21,1,2025-11-08,10,16.44
CUST0309,Ekapad Mani,26,Maharashtra,Premium,399,2024-06-20,2025-01-03,1,2025-03-09,0,5.45
CUST0310,Upma Oza,35,Tamil Nadu,Standard,999,2026-02-17,2026-03-28,0,,0,5.96
CUST0311,Oeshi Parmer,29,Maharashtra,Premium,399,2025-12-16,2025-12-26,0,,1,15.11
CUST0312,Diya Ghose,44,Karnataka,Basic,599,2025-07-21,2025-09-01,0,,2,17.66
CUST0313,Max Agrawal,18,Karnataka,Premium,199,2025-05-19,2025-10-09,0,,1,16.03
CUST0314,Aachal Kaul,49,West Bengal,Premium,399,2025-06-09,2025-06-16,1,2025-10-05,3,4.89
CUST0315,Frederick Padmanabhan,57,Delhi,Premium,199,2024-05-28,2024-12-04,1,2025-01-25,8,19.02
CUST0316,Anya Deol,60,Maharashtra,Basic,399,2024-04-19,2024-09-30,1,2024-10-08,9,7.09
CUST0317,Bhavani Lad,38,Delhi,Basic,399,2024-09-03,2024-09-06,1,2025-04-14,2,2.1
CUST0318,Edhitha Ranganathan,64,Delhi,Basic,399,2025-10-08,2026-02-10,0,,4,9.42
CUST0319,Udant Datta,38,West Bengal,Premium,399,2025-10-30,2026-02-20,0,,10,3.09
CUST0320,Anmol Sarin,64,Tamil Nadu,Premium,199,2025-11-11,2026-01-19,0,,2,8.16
CUST0321,Akshay Tandon,46,Delhi,Standard,399,2024-07-04,2024-07-05,1,2024-08-24,7,2.61
CUST0322,Sai Sem,41,Delhi,Premium,199,2025-09-19,2026-03-24,1,2025-10-29,10,1.27
CUST0323,Ekanta Magar,65,Delhi,Basic,199,2025-04-16,2025-05-02,1,2026-02-08,5,6.65
CUST0324,Gaurangi Mittal,50,Tamil Nadu,Standard,199,2025-05-09,2025-12-01,0,,2,2.37
CUST0325,Neha Narang,52,Delhi,Premium,399,2025-11-17,2026-01-17,1,2026-02-02,2,2.99
CUST0326,Zansi Bhatia,60,Karnataka,Premium,199,2025-02-08,2025-07-07,0,,4,3.07
CUST0327,Shivani Sekhon,60,Maharashtra,Premium,399,2025-09-25,2026-01-15,0,,3,3.91
CUST0328,Yachana Goyal,32,Karnataka,Premium,599,2024-11-04,2024-11-18,0,,3,12.92
CUST0329,Lucky Bhandari,27,Karnataka,Standard,199,2025-11-21,2025-12-26,1,2026-03-15,2,14.05
CUST0330,Rayaan Konda,24,Maharashtra,Standard,199,2025-04-25,2025-08-17,1,2025-05-29,7,3.62
CUST0331,Pranav Iyengar,27,Tamil Nadu,Premium,999,2024-09-08,2025-10-21,1,2025-03-09,7,10.82
CUST0332,Quincy Barman,29,Tamil Nadu,Premium,599,2025-09-04,2025-09-21,0,,7,5.84
CUST0333,Kamala Yogi,38,Maharashtra,Basic,399,2025-01-16,2025-07-31,0,,0,8.48
CUST0334,Libni Bath,18,Karnataka,Standard,599,2024-08-02,2025-06-24,1,2025-02-28,8,4.7
CUST0335,Jeevika Soni,26,Delhi,Basic,399,2024-05-03,2024-06-14,0,,2,10.26
CUST0336,Gaurang Mutti,24,Tamil Nadu,Standard,599,2025-11-22,2026-02-23,0,,2,12.82
CUST0337,Pranit Khalsa,51,Tamil Nadu,Standard,599,2025-07-03,2026-01-13,1,2025-07-18,3,16.86
CUST0338,Vidhi Parsa,47,Tamil Nadu,Premium,999,2025-01-11,2026-01-26,1,2025-05-02,9,19.12
CUST0339,Nitara Jayaraman,55,West Bengal,Standard,199,2025-05-05,2025-06-10,1,2025-11-20,9,7.83
CUST0340,Laksh Memon,20,Maharashtra,Premium,199,2026-02-25,2026-03-02,0,,7,10.08
CUST0341,Dipta Dua,42,West Bengal,Standard,199,2025-08-13,2025-11-30,1,2026-01-29,2,3.25
CUST0342,Kavya Sunder,40,Delhi,Premium,999,2025-10-15,2026-03-11,0,,9,14.38
CUST0343,Harita Khanna,64,Delhi,Basic,399,2024-08-13,2024-12-21,1,2025-12-12,5,5.95
CUST0344,Aadhya Chaudhari,20,Karnataka,Standard,199,2025-03-25,2025-04-28,0,,4,16.1
CUST0345,Gaurangi Gupta,26,Delhi,Basic,399,2025-09-08,2025-09-29,0,,8,10.22
CUST0346,Bhavna Tella,29,Karnataka,Basic,599,2025-12-11,2026-03-22,1,2026-03-31,7,14.51
CUST0347,Chaaya Jayaraman,42,Delhi,Premium,399,2025-01-13,2025-01-15,1,2026-02-03,6,13.49
CUST0348,Abha Sarma,51,West Bengal,Basic,399,2025-08-28,2026-02-21,1,2025-11-01,1,15.15
CUST0349,Saumya Karnik,37,Delhi,Premium,199,2025-09-23,2025-10-06,0,,0,7.74
CUST0350,Bhanumati Bajwa,54,Delhi,Standard,399,2025-07-11,2025-10-06,1,2025-12-31,0,13.25
CUST0351,Maanas Saha,28,Delhi,Standard,999,2025-05-10,2025-05-18,1,2025-07-26,3,2.77
CUST0352,Arya Khanna,44,Maharashtra,Standard,399,2024-09-05,2025-06-11,0,,5,7.91
CUST0353,Ansh Nagar,63,Karnataka,Basic,999,2024-10-09,2025-08-09,1,2025-01-28,3,18.06
CUST0354,Hiral Mitra,48,Tamil Nadu,Premium,599,2026-02-14,2026-03-15,1,2026-03-25,3,19.44
CUST0355,Arya Sandal,62,Maharashtra,Basic,199,2024-05-04,2025-08-06,0,,6,9.72
CUST0356,Yashica Zacharia,29,Tamil Nadu,Premium,399,2025-11-11,2025-11-29,1,2026-03-23,0,15.0
CUST0357,Lopa Som,58,West Bengal,Basic,999,2024-05-19,2026-01-11,0,,0,6.24
CUST0358,Owen Patla,35,West Bengal,Standard,399,2025-11-04,2025-11-21,0,,7,17.07
CUST0359,Benjamin Bath,54,Delhi,Basic,999,2025-07-16,2025-11-12,1,2025-12-01,10,14.09
CUST0360,Yashvi Buch,57,West Bengal,Standard,199,2025-05-22,2025-05-26,1,2025-05-31,8,4.05
CUST0361,Gaurang Subramaniam,36,Tamil Nadu,Standard,399,2025-04-17,2026-02-19,0,,2,15.65
CUST0362,Widisha Shanker,22,Tamil Nadu,Basic,399,2025-06-19,2025-07-24,0,,1,11.15
CUST0363,Rajata Atwal,55,Maharashtra,Premium,199,2024-06-17,2025-06-13,0,,5,5.22
CUST0364,Rachita Saha,51,West Bengal,Premium,199,2025-09-30,2026-02-15,0,,6,4.19
CUST0365,Shivani Lad,31,Maharashtra,Premium,599,2024-07-03,2024-09-22,0,,4,13.31
CUST0366,Vritti Bath,50,Karnataka,Premium,399,2025-06-17,2026-02-01,0,,10,2.54
CUST0367,Wishi Buch,31,Tamil Nadu,Basic,399,2026-01-05,2026-01-05,1,2026-01-16,4,11.33
CUST0368,Aayush Acharya,45,Maharashtra,Basic,199,2025-02-23,2025-05-28,1,2025-08-17,2,15.74
CUST0369,Eta Batta,52,Delhi,Standard,199,2024-07-11,2026-02-16,1,2024-09-22,10,4.05
CUST0370,Karan Pau,34,Delhi,Premium,399,2025-02-09,2025-12-26,0,,1,12.68
CUST0371,Amruta Sur,43,West Bengal,Standard,999,2025-05-14,2026-03-12,1,2025-07-31,8,17.42
CUST0372,Gavin Ganguly,29,Tamil Nadu,Premium,599,2024-05-03,2024-06-23,0,,6,6.68
CUST0373,Shravya Kala,53,Maharashtra,Premium,199,2024-06-26,2025-12-12,0,,2,2.91
CUST0374,Aayush Barad,24,Delhi,Basic,399,2025-07-14,2025-12-17,1,2026-03-23,4,2.73
CUST0375,Warda Sachdev,60,Karnataka,Premium,999,2025-12-03,2026-02-18,0,,2,2.55
CUST0376,Rehaan Kala,60,Tamil Nadu,Basic,599,2024-05-19,2026-03-11,1,2024-07-09,10,10.38
CUST0377,Kalpit Khalsa,65,Maharashtra,Standard,199,2025-03-30,2025-09-30,0,,8,17.71
CUST0378,Lohit Dasgupta,45,West Bengal,Standard,199,2024-11-07,2024-11-17,1,2024-11-14,7,8.85
CUST0379,Jack Parikh,27,West Bengal,Standard,999,2025-11-11,2026-02-01,1,2026-02-13,6,16.44
CUST0380,Nitara Dugar,47,Tamil Nadu,Basic,599,2024-08-19,2025-11-07,0,,8,10.04
CUST0381,Keya Choudhury,25,Tamil Nadu,Basic,599,2025-05-28,2025-10-10,0,,3,17.27
CUST0382,Aarna Acharya,60,Karnataka,Premium,199,2025-03-01,2026-01-23,1,2026-01-11,2,6.45
CUST0383,Anthony Tripathi,54,West Bengal,Basic,599,2026-01-19,2026-01-20,0,,4,9.76
CUST0384,Balveer Char,46,West Bengal,Basic,999,2024-10-11,2025-06-13,0,,4,9.78
CUST0385,Vedhika Goel,47,Tamil Nadu,Premium,199,2024-12-17,2025-09-18,1,2025-06-09,4,14.3
CUST0386,Ekaraj Dar,49,Delhi,Standard,599,2024-12-09,2025-07-25,0,,10,15.23
CUST0387,Aishani Kadakia,42,Karnataka,Premium,599,2024-09-10,2024-11-04,1,2026-03-05,4,7.43
CUST0388,Warinder Bhandari,65,Maharashtra,Premium,999,2024-07-09,2026-01-22,0,,1,18.85
CUST0389,Yadavi Ahluwalia,62,Tamil Nadu,Standard,599,2025-11-22,2026-03-10,0,,2,16.28
CUST0390,Aarav Banik,22,West Bengal,Premium,599,2025-03-11,2025-04-14,0,,5,11.35
CUST0391,Saksham Dey,42,Delhi,Basic,599,2025-04-11,2025-07-27,1,2025-04-16,9,13.22
CUST0392,Ojas Wadhwa,19,Delhi,Premium,599,2025-05-19,2025-09-29,1,2026-03-10,10,11.43
CUST0393,Bhavini Kale,56,Delhi,Premium,999,2024-12-27,2025-08-10,1,2025-03-29,7,19.33
CUST0394,Nidra Johal,55,Maharashtra,Premium,999,2025-06-07,2026-03-07,0,,4,17.07
CUST0395,Nakul Konda,54,Delhi,Standard,599,2024-04-24,2025-04-03,1,2025-01-05,0,6.53
CUST0396,Faqid Arya,62,Karnataka,Premium,199,2024-04-11,2025-03-10,1,2026-03-13,0,12.1
CUST0397,Isaac Gera,18,Maharashtra,Standard,999,2025-04-23,2025-07-28,1,2025-12-27,9,9.62
CUST0398,Arjun Zacharia,35,Delhi,Premium,599,2024-06-14,2024-08-02,1,2025-03-28,10,14.11
CUST0399,Azaan Baral,25,West Bengal,Standard,199,2025-11-13,2025-12-10,1,2026-01-04,0,14.73
CUST0400,Gauri Krishnan,44,Delhi,Standard,199,2025-02-04,2025-09-24,1,2025-07-06,2,13.82
CUST0401,Anay Datta,57,West Bengal,Basic,999,2025-07-26,2026-03-05,0,,0,18.12
CUST0402,Isaac Ravi,35,Karnataka,Premium,999,2025-11-14,2025-12-12,0,,9,16.84
CUST0403,Ishanvi Yadav,18,West Bengal,Standard,199,2025-07-12,2026-03-27,0,,2,18.9
CUST0404,Darsh Mahajan,65,West Bengal,Basic,199,2025-12-08,2026-02-15,0,,6,7.06
CUST0405,Wishi Dara,39,West Bengal,Standard,399,2025-07-18,2025-11-10,0,,2,10.02
CUST0406,Nitara Reddy,45,West Bengal,Basic,199,2025-06-30,2026-01-23,0,,1,7.99
CUST0407,Osha Mann,35,Karnataka,Standard,599,2025-05-26,2026-03-21,0,,7,5.27
CUST0408,Mahika Mistry,44,Maharashtra,Premium,999,2025-01-29,2026-01-07,1,2025-07-15,2,15.95
CUST0409,Yadavi Mahal,20,Karnataka,Standard,599,2025-11-06,2026-02-21,0,,7,10.48
CUST0410,Bhavna Chaudhari,65,West Bengal,Premium,599,2025-11-26,2025-12-16,0,,4,12.21
CUST0411,Ekantika Wali,22,Karnataka,Basic,199,2024-06-14,2024-09-06,1,2024-07-07,5,3.08
CUST0412,Veda Kamdar,59,Tamil Nadu,Premium,999,2026-01-16,2026-02-01,0,,10,1.79
CUST0413,Ranbir Bhakta,52,West Bengal,Standard,999,2026-01-11,2026-03-03,0,,5,19.51
CUST0414,Manya Das,35,Maharashtra,Premium,599,2024-04-29,2025-02-18,0,,1,11.22
CUST0415,Dhruv Mammen,58,Karnataka,Premium,599,2025-11-08,2025-12-17,1,2026-01-26,7,2.39
CUST0416,Gunbir Shanker,50,Maharashtra,Basic,199,2024-09-20,2024-11-25,0,,7,14.53
CUST0417,Geetika Chaudhary,61,Delhi,Premium,599,2024-08-22,2026-03-17,1,2025-11-01,3,7.23
CUST0418,Pranit Sheth,58,Tamil Nadu,Standard,599,2024-06-14,2024-09-08,0,,8,2.21
CUST0419,Abdul Sarraf,43,Delhi,Premium,999,2025-12-04,2026-03-15,1,2026-02-06,9,18.6
CUST0420,Arjun Vora,26,Delhi,Basic,599,2025-08-18,2025-10-23,1,2026-03-11,10,18.5
CUST0421,Sanya Kapadia,37,Delhi,Basic,199,2025-02-23,2025-04-16,0,,10,6.45
CUST0422,Ridhi Jayaraman,22,Tamil Nadu,Premium,999,2024-10-18,2025-06-02,0,,8,17.09
CUST0423,Aashi Chowdhury,44,Karnataka,Standard,199,2025-04-11,2025-04-26,0,,7,18.16
CUST0424,Bachittar Chopra,32,Maharashtra,Standard,999,2024-12-15,2025-02-28,1,2025-04-16,1,15.05
CUST0425,Yasti Halder,50,Delhi,Standard,599,2024-10-01,2025-11-04,1,2025-01-28,7,3.28
CUST0426,Zinal Kuruvilla,26,Delhi,Standard,599,2025-02-14,2025-12-29,0,,4,15.58
CUST0427,Yatin Nigam,33,Delhi,Standard,199,2025-12-28,2026-03-15,0,,5,2.35
CUST0428,Anjali Sunder,59,Tamil Nadu,Basic,199,2025-11-14,2025-11-23,0,,0,16.26
CUST0429,Anita Anne,23,Maharashtra,Basic,399,2025-05-23,2025-09-06,1,2025-09-03,9,14.84
CUST0430,Vedant Garg,59,Maharashtra,Premium,599,2024-08-21,2025-05-07,1,2025-02-27,3,1.25
CUST0431,Nilima Banerjee,56,Delhi,Premium,199,2024-04-01,2024-10-28,0,,4,19.52
CUST0432,Sanaya Sandal,48,Maharashtra,Premium,199,2025-07-03,2025-09-28,0,,5,2.19
CUST0433,Anika Kibe,65,Delhi,Standard,599,2025-05-24,2026-02-09,0,,7,17.17
CUST0434,Qushi Khatri,32,Delhi,Premium,599,2025-08-27,2025-12-29,1,2026-02-10,10,9.16
CUST0435,Barkha Raju,44,Tamil Nadu,Basic,399,2024-06-27,2025-05-21,1,2024-09-24,8,10.77
CUST0436,Ijaya Babu,19,Maharashtra,Premium,399,2025-03-03,2025-06-01,0,,4,11.79
CUST0437,Ayush Lad,59,West Bengal,Basic,399,2025-05-18,2025-10-14,1,2026-01-05,2,12.41
CUST0438,Vedhika Panchal,61,Karnataka,Standard,399,2024-07-21,2025-12-17,0,,2,7.88
CUST0439,Chatura Chaudry,55,Delhi,Basic,199,2024-11-23,2025-12-13,0,,3,10.77
CUST0440,Avni Nagy,37,Maharashtra,Basic,399,2024-04-20,2024-12-22,1,2025-04-21,10,13.96
CUST0441,Irya Bajwa,30,Tamil Nadu,Basic,399,2025-09-23,2025-12-24,1,2025-11-15,8,9.48
CUST0442,Manthan Prashad,57,Delhi,Basic,199,2025-03-13,2026-02-03,1,2025-06-09,0,12.73
CUST0443,Rachita Raman,60,Tamil Nadu,Basic,399,2024-04-23,2024-11-06,0,,5,16.86
CUST0444,Patrick Balay,54,West Bengal,Basic,999,2025-07-22,2026-01-30,1,2025-10-14,4,19.47
CUST0445,Yadavi Date,33,West Bengal,Standard,199,2025-02-27,2026-03-14,0,,9,3.69
CUST0446,Nakul Kota,21,Maharashtra,Standard,999,2025-02-01,2025-04-20,0,,5,19.88
CUST0447,Nicholas Nagy,54,Karnataka,Basic,999,2025-08-10,2026-03-11,0,,7,15.76
CUST0448,Anamika Kapur,42,West Bengal,Basic,199,2025-03-23,2025-08-31,1,2025-05-21,2,13.15
CUST0449,Vasudha Malhotra,43,West Bengal,Basic,599,2025-09-06,2025-12-29,1,2026-03-27,2,18.68
CUST0450,Vanya Keer,22,Maharashtra,Premium,199,2025-05-22,2025-11-26,0,,0,3.21
CUST0451,Sneha Aurora,34,Maharashtra,Premium,999,2024-06-18,2025-08-07,0,,2,9.89
CUST0452,Aarnav Sharaf,52,West Bengal,Premium,599,2025-04-30,2025-07-25,0,,8,10.82
CUST0453,Wishi Mann,25,West Bengal,Premium,199,2024-11-28,2025-07-09,1,2025-07-29,10,4.66
CUST0454,Oliver Ahluwalia,24,Maharashtra,Basic,999,2024-09-17,2025-01-08,1,2026-02-22,7,19.44
CUST0455,Baghyawati Mistry,58,Tamil Nadu,Premium,199,2025-01-06,2025-12-01,1,2025-11-14,3,5.96
CUST0456,Fiyaz Sridhar,40,Tamil Nadu,Basic,199,2025-01-01,2025-06-26,1,2026-01-01,7,1.77
CUST0457,Jason Randhawa,26,West Bengal,Basic,999,2026-02-05,2026-03-31,0,,7,11.55
CUST0458,Pranit Sanghvi,21,Tamil Nadu,Basic,999,2025-01-24,2025-03-13,0,,2,10.14
CUST0459,Ishita Agrawal,43,West Bengal,Standard,199,2024-11-25,2024-12-13,1,2024-12-03,10,19.32
CUST0460,Mohammed Kalla,56,Tamil Nadu,Standard,599,2025-02-05,2025-11-06,0,,6,3.31
CUST0461,Upasna Char,56,West Bengal,Premium,199,2026-01-28,2026-03-01,0,,6,10.15
CUST0462,David Gera,54,Karnataka,Premium,599,2024-10-24,2025-12-13,1,2025-07-11,7,15.95
CUST0463,Maanav Virk,35,Maharashtra,Basic,599,2026-01-22,2026-03-24,1,2026-01-23,4,18.12
CUST0464,Ekantika Chahal,53,Maharashtra,Standard,999,2026-01-03,2026-03-31,0,,5,5.93
CUST0465,Saanvi Gera,39,Delhi,Standard,399,2024-07-23,2024-07-30,0,,2,6.82
CUST0466,Nidra Devan,63,Karnataka,Premium,999,2025-07-11,2025-11-08,1,2025-10-08,7,12.64
CUST0467,Maanas Sinha,55,Karnataka,Standard,599,2025-07-01,2025-08-24,0,,6,17.51
CUST0468,Chakrika Sinha,60,Maharashtra,Standard,999,2025-03-07,2025-06-04,1,2026-01-22,4,2.0
CUST0469,Warhi Dubey,35,Maharashtra,Standard,399,2025-04-07,2025-07-29,1,2025-06-17,4,19.33
CUST0470,Isha Ganguly,19,West Bengal,Premium,199,2024-08-14,2025-08-06,1,2025-05-14,1,8.32
CUST0471,Nikita Ramesh,53,West Bengal,Premium,199,2025-10-13,2026-03-24,1,2025-12-09,7,19.7
CUST0472,Avi Bobal,64,Karnataka,Basic,199,2024-06-21,2025-02-15,1,2025-05-03,1,15.31
CUST0473,Yug Anand,43,Karnataka,Standard,599,2024-06-14,2025-08-19,0,,0,2.33
CUST0474,Ekani Nagi,52,Maharashtra,Premium,599,2024-11-24,2026-03-22,0,,8,9.4
CUST0475,Elijah Barad,60,Tamil Nadu,Basic,399,2025-12-21,2025-12-30,0,,7,5.52
CUST0476,Aarav Merchant,43,West Bengal,Premium,199,2025-02-16,2025-06-22,1,2026-01-27,7,13.08
CUST0477,Ekaja Ahuja,30,Tamil Nadu,Basic,599,2025-06-15,2026-02-01,0,,2,14.7
CUST0478,Warjas Gaba,55,Delhi,Premium,399,2025-08-17,2025-10-07,0,,2,1.21
CUST0479,Vedant Kamdar,28,Tamil Nadu,Premium,399,2025-02-05,2026-01-07,0,,2,7.77
CUST0480,Vrishti Amble,42,Tamil Nadu,Basic,399,2024-07-10,2025-06-28,0,,7,12.25
CUST0481,Madhav Kannan,36,Maharashtra,Premium,199,2025-11-16,2026-01-01,0,,3,14.51
CUST0482,Abhiram Hayre,59,Delhi,Premium,399,2024-06-25,2025-10-15,1,2025-01-03,0,8.72
CUST0483,Veer Brar,22,Delhi,Standard,999,2024-05-13,2026-03-12,0,,7,10.01
CUST0484,Udant Bumb,37,Delhi,Basic,999,2025-12-12,2025-12-21,1,2026-01-09,9,3.47
CUST0485,Indira Nagi,59,Delhi,Standard,999,2025-06-22,2025-10-28,0,,2,15.07
CUST0486,Warinder Solanki,52,Maharashtra,Basic,399,2025-02-17,2025-04-17,0,,3,17.81
CUST0487,Gaurangi Pandya,54,Karnataka,Standard,999,2024-06-16,2024-08-18,0,,7,7.02
CUST0488,Ojas Chandran,20,Delhi,Basic,199,2025-12-15,2025-12-17,1,2026-03-06,5,18.17
CUST0489,Tanmayi Mistry,55,Karnataka,Basic,199,2024-09-05,2025-07-09,0,,4,6.24
CUST0490,Aarini Sekhon,29,West Bengal,Basic,599,2025-09-18,2026-01-18,1,2025-10-04,5,5.88
CUST0491,Aahana Walla,44,Maharashtra,Basic,399,2025-07-17,2026-01-07,1,2025-10-15,8,15.28
CUST0492,Isaac Agrawal,60,West Bengal,Standard,999,2024-11-10,2024-12-25,0,,4,10.47
CUST0493,Fitan Deep,32,Tamil Nadu,Premium,399,2026-02-15,2026-03-06,0,,0,16.81
CUST0494,Finn Thaker,27,West Bengal,Premium,999,2025-12-12,2026-02-22,0,,10,17.84
CUST0495,Kala Rajagopal,18,Maharashtra,Premium,999,2024-05-01,2025-03-25,0,,6,6.76
CUST0496,Rehaan Banerjee,56,Delhi,Basic,999,2024-05-25,2024-08-07,1,2025-04-02,8,8.93
CUST0497,Amruta Gandhi,28,Tamil Nadu,Premium,599,2024-05-13,2026-02-28,1,2024-10-15,3,17.38
CUST0498,Sarthak More,55,Karnataka,Premium,399,2024-07-03,2025-12-18,1,2025-01-22,7,10.73
CUST0499,Gaurangi Tiwari,25,Tamil Nadu,Standard,599,2024-06-27,2024-09-18,1,2024-10-07,0,19.83
