Customer_ID,Name,Age,Region,Plan_Type,Monthly_Fee,Signup_Date,Last_Active_Date,Churned,Churn_Date,Support_Tickets,Avg_Usage_Hours_per_Week,Churn,Customer_Lifetime,Tenure_Months,Signup_Month
CUST0194,Wishi Issac,39,Delhi,Basic,999,2025-03-26,2025-10-03,0,,4,14.01,0,191,6.366666666666666,2025-03
CUST0195,Yamini Sood,63,Delhi,Basic,399,2024-12-14,2024-12-18,1,2025-11-20,8,6.87,1,4,0.13333333333333333,2024-12
CUST0196,Arjun Wadhwa,50,Delhi,Standard,599,2024-06-27,2025-08-26,0,,6,2.89,0,425,14.166666666666666,2024-06
CUST0197,Hemang Mane,45,Delhi,Standard,399,2024-06-28,2025-05-27,1,2024-08-08,4,2.07,1,333,11.1,2024-06
CUST0198,Indrajit Mani,65,Tamil Nadu,Basic,999,2025-05-29,2026-02-15,1,2025-10-02,4,12.61,1,262,8.733333333333333,2025-05
CUST0199,Samarth Ramakrishnan,25,Maharashtra,Standard,399,2025-11-10,2026-03-29,1,2025-11-23,9,4.13,1,139,4.633333333333334,2025-11
CUST0200,Keya Ranganathan,58,West Bengal,Basic,399,2025-05-09,2025-08-22,0,,6,7.79,0,105,3.5,2025-05
CUST0201,Anthony Kurian,28,Tamil Nadu,Standard,399,2025-11-23,2025-12-28,0,,8,17.34,0,35,1.1666666666666667,2025-11
CUST0202,Yadavi Sami,26,Maharashtra,Standard,599,2024-06-24,2026-02-13,1,2025-02-10,7,4.27,1,599,19.966666666666665,2024-06
CUST0203,Pallavi Iyer,36,Maharashtra,Premium,399,2025-11-29,2025-12-02,0,,10,13.64,0,3,0.1,2025-11
CUST0204,Priya Uppal,23,Karnataka,Standard,399,2025-08-07,2025-11-27,0,,5,14.49,0,112,3.7333333333333334,2025-08
CUST0205,Warjas Varkey,61,Tamil Nadu,Standard,199,2025-12-14,2026-02-18,0,,9,15.36,0,66,2.2,2025-12
CUST0206,Rachana Bahri,54,West Bengal,Standard,199,2025-01-26,2025-10-12,0,,5,5.12,0,259,8.633333333333333,2025-01
CUST0207,Vedhika Virk,33,Delhi,Premium,999,2025-10-21,2026-03-24,1,2026-03-04,3,8.77,1,154,5.133333333333334,2025-10
CUST0208,Alexander Grover,48,Tamil Nadu,Basic,599,2025-08-05,2026-02-16,1,2025-09-03,7,6.44,1,195,6.5,2025-08
CUST0209,Chatura Wali,51,Maharashtra,Premium,399,2025-04-22,2025-06-23,0,,9,6.2,0,62,2.066666666666667,2025-04
CUST0210,Nakul Gupta,58,Maharashtra,Basic,199,2025-12-27,2026-03-27,0,,1,3.9,0,90,3.0,2025-12
CUST0211,Diya Kar,38,Maharashtra,Standard,199,2024-08-19,2025-03-10,1,2025-05-30,0,15.4,1,203,6.766666666666667,2024-08
CUST0212,Jagdish Bajwa,42,West Bengal,Basic,399,2025-06-24,2025-08-16,1,2026-03-13,10,12.41,1,53,1.7666666666666666,2025-06
CUST0213,Inaya Purohit,45,Tamil Nadu,Basic,199,2026-01-19,2026-03-06,1,2026-02-09,9,11.01,1,46,1.5333333333333334,2026-01
CUST0214,Zinal Jaggi,20,Delhi,Basic,999,2025-09-29,2025-11-27,0,,0,12.75,0,59,1.9666666666666666,2025-09
CUST0215,Urvi Roy,27,Delhi,Standard,399,2026-02-28,2026-03-15,1,2026-03-14,5,16.45,1,15,0.5,2026-02
CUST0216,Udant Chokshi,34,Karnataka,Standard,199,2025-08-31,2025-10-29,1,2025-12-19,8,4.54,1,59,1.9666666666666666,2025-08
CUST0217,Brinda Dutta,64,Karnataka,Standard,599,2024-04-06,2024-09-05,1,2025-01-07,7,11.72,1,152,5.066666666666666,2024-04
CUST0218,Gabriel Mitra,24,West Bengal,Basic,199,2025-08-31,2025-10-31,0,,7,1.9,0,61,2.033333333333333,2025-08
CUST0219,Maanav Vig,36,Maharashtra,Basic,399,2025-05-25,2025-08-28,0,,6,19.31,0,95,3.1666666666666665,2025-05
CUST0220,Dakshesh Minhas,50,West Bengal,Premium,199,2024-08-30,2025-11-02,1,2024-12-01,3,4.9,1,429,14.3,2024-08
CUST0221,Warjas Badami,28,Delhi,Basic,999,2025-11-08,2026-02-13,0,,10,19.22,0,97,3.2333333333333334,2025-11
CUST0222,Laban Dave,53,Tamil Nadu,Standard,199,2024-12-23,2025-08-04,0,,10,3.43,0,224,7.466666666666667,2024-12
CUST0223,Karan Srivastava,20,Tamil Nadu,Basic,599,2024-05-30,2024-11-20,0,,0,15.86,0,174,5.8,2024-05
CUST0224,Gabriel Gopal,38,Karnataka,Premium,999,2025-10-17,2026-03-09,0,,6,16.48,0,143,4.766666666666667,2025-10
CUST0225,Max Mane,39,Karnataka,Standard,599,2025-07-28,2025-09-14,0,,2,6.02,0,48,1.6,2025-07
CUST0226,Anay Nayar,40,Delhi,Standard,999,2025-10-23,2025-11-04,1,2026-03-24,3,6.96,1,12,0.4,2025-10
CUST0227,Anita Aurora,53,Tamil Nadu,Basic,999,2025-10-09,2026-01-09,0,,3,18.08,0,92,3.066666666666667,2025-10
CUST0228,Aishani Pau,47,West Bengal,Standard,999,2026-01-26,2026-02-21,1,2026-03-13,6,11.59,1,26,0.8666666666666667,2026-01
CUST0229,Kashish Sethi,41,West Bengal,Basic,199,2025-12-24,2026-03-05,1,2026-02-04,0,5.31,1,71,2.3666666666666667,2025-12
CUST0230,Vivaan Narasimhan,60,Maharashtra,Standard,399,2026-01-16,2026-01-17,1,2026-03-18,5,13.41,1,1,0.03333333333333333,2026-01
CUST0231,Vrishti Choudhry,59,Karnataka,Premium,999,2025-01-05,2025-02-15,1,2025-03-22,5,11.75,1,41,1.3666666666666667,2025-01
CUST0232,Warda Parsa,63,Maharashtra,Premium,599,2025-11-28,2026-03-08,1,2026-01-11,2,6.48,1,100,3.3333333333333335,2025-11
CUST0233,Yashvi Ramesh,33,Karnataka,Premium,999,2025-11-03,2025-11-29,1,2026-01-28,9,19.83,1,26,0.8666666666666667,2025-11
CUST0234,Manthan Kala,25,Tamil Nadu,Basic,399,2026-02-28,2026-02-28,0,,0,12.45,0,0,0.0,2026-02
CUST0235,Neel Reddy,60,Delhi,Standard,399,2024-05-01,2025-06-28,0,,8,9.14,0,423,14.1,2024-05
CUST0236,Max Panchal,35,Tamil Nadu,Standard,999,2024-06-21,2025-02-28,0,,0,19.2,0,252,8.4,2024-06
CUST0237,Rishi Balay,49,Delhi,Basic,199,2025-09-19,2025-09-25,1,2025-10-29,9,12.55,1,6,0.2,2025-09
CUST0238,Barkha Sanghvi,18,Tamil Nadu,Basic,999,2024-09-24,2025-07-17,0,,9,19.43,0,296,9.866666666666667,2024-09
CUST0239,Zansi Tella,31,Delhi,Basic,599,2025-12-19,2026-03-19,0,,6,13.13,0,90,3.0,2025-12
CUST0240,Leena Acharya,57,Delhi,Basic,599,2024-11-17,2025-09-03,0,,6,9.82,0,290,9.666666666666666,2024-11
CUST0241,Vivaan Chhabra,61,Karnataka,Premium,199,2024-10-05,2025-05-28,1,2025-12-24,2,2.69,1,235,7.833333333333333,2024-10
CUST0242,Jeet Bassi,43,Tamil Nadu,Basic,399,2025-08-28,2025-11-06,1,2026-01-07,3,1.39,1,70,2.3333333333333335,2025-08
CUST0243,Vanya Padmanabhan,65,Tamil Nadu,Standard,599,2025-08-20,2025-10-01,1,2025-12-19,3,11.67,1,42,1.4,2025-08
CUST0244,Alexander Thakur,57,West Bengal,Basic,199,2024-08-01,2025-09-03,0,,2,6.34,0,398,13.266666666666667,2024-08
CUST0245,Omaja Saini,61,Karnataka,Premium,999,2025-05-26,2025-08-07,1,2025-10-01,5,3.96,1,73,2.433333333333333,2025-05
CUST0246,Laban Sant,62,West Bengal,Standard,399,2026-02-14,2026-02-18,1,2026-02-26,2,14.29,1,4,0.13333333333333333,2026-02
CUST0247,Daksha Swaminathan,55,West Bengal,Standard,999,2025-04-14,2025-12-31,1,2025-04-28,1,17.97,1,261,8.7,2025-04
CUST0248,Barkha Shan,64,Maharashtra,Premium,999,2025-02-28,2025-04-14,0,,9,10.49,0,45,1.5,2025-02
CUST0249,Girindra Prakash,55,Tamil Nadu,Basic,599,2024-07-11,2024-09-08,0,,8,17.8,0,59,1.9666666666666666,2024-07
CUST0250,Ayushman Issac,32,West Bengal,Standard,199,2025-07-15,2025-09-19,0,,3,12.17,0,66,2.2,2025-07
CUST0251,Gauri Cheema,30,West Bengal,Premium,599,2026-01-05,2026-03-04,1,2026-02-27,8,9.9,1,58,1.9333333333333333,2026-01
CUST0252,Nihal Virk,43,Delhi,Basic,399,2025-03-02,2025-09-03,0,,4,11.72,0,185,6.166666666666667,2025-03
CUST0253,Anamika Bhasin,37,Karnataka,Standard,999,2025-12-02,2026-01-26,0,,2,7.43,0,55,1.8333333333333333,2025-12
CUST0254,Dominic Luthra,32,Maharashtra,Standard,199,2024-04-12,2025-07-15,1,2025-01-27,8,19.03,1,459,15.3,2024-04
CUST0255,Mahika Vala,21,West Bengal,Premium,999,2024-06-03,2024-07-09,1,2024-12-07,10,11.46,1,36,1.2,2024-06
CUST0256,Om Chatterjee,47,West Bengal,Premium,599,2025-12-06,2026-01-30,0,,2,3.9,0,55,1.8333333333333333,2025-12
CUST0257,Zaitra Jain,27,Delhi,Premium,399,2025-06-13,2026-03-15,1,2025-08-01,8,14.13,1,275,9.166666666666666,2025-06
CUST0258,Harinakshi Mahal,62,Maharashtra,Premium,999,2024-09-09,2025-01-12,0,,3,7.62,0,125,4.166666666666667,2024-09
CUST0259,Qarin Walia,59,Delhi,Premium,399,2025-01-09,2025-03-23,1,2025-12-05,9,6.81,1,73,2.433333333333333,2025-01
CUST0260,Kamya Tara,32,West Bengal,Basic,399,2025-11-23,2026-03-15,0,,4,3.16,0,112,3.7333333333333334,2025-11
CUST0261,Tarak Dhingra,61,Delhi,Premium,999,2025-08-30,2025-09-06,1,2026-02-09,7,12.31,1,7,0.23333333333333334,2025-08
CUST0262,Nitara Subramaniam,48,Tamil Nadu,Basic,599,2026-02-17,2026-03-24,0,,1,4.45,0,35,1.1666666666666667,2026-02
CUST0263,Vansha Chowdhury,20,Karnataka,Standard,199,2026-02-28,2026-03-28,0,,4,11.05,0,28,0.9333333333333333,2026-02
CUST0264,Bakhshi Oak,54,Maharashtra,Premium,399,2025-01-04,2026-01-09,1,2025-03-22,1,17.35,1,370,12.333333333333334,2025-01
CUST0265,Henry Sachdeva,61,Maharashtra,Premium,399,2024-08-15,2025-12-09,0,,0,6.99,0,481,16.033333333333335,2024-08
CUST0266,Krishna Nanda,46,Tamil Nadu,Premium,599,2024-05-23,2024-09-12,1,2024-10-31,2,4.19,1,112,3.7333333333333334,2024-05
CUST0267,Harsh Narang,50,Delhi,Premium,999,2025-10-06,2026-02-22,1,2025-10-23,3,4.48,1,139,4.633333333333334,2025-10
CUST0268,Tarak Prabhakar,45,Maharashtra,Premium,199,2024-08-18,2025-08-08,0,,1,14.95,0,355,11.833333333333334,2024-08
CUST0269,Zarna Maharaj,36,Delhi,Basic,399,2024-06-23,2025-03-18,0,,2,6.4,0,268,8.933333333333334,2024-06
CUST0270,Yashodhara Dhar,63,Tamil Nadu,Basic,999,2025-12-06,2026-03-30,1,2025-12-13,3,9.54,1,114,3.8,2025-12
CUST0271,Viraj Bassi,24,Tamil Nadu,Standard,599,2025-01-30,2025-02-17,1,2025-06-20,9,6.3,1,18,0.6,2025-01
CUST0272,Abdul Sahota,18,Delhi,Premium,199,2025-12-07,2026-03-23,0,,2,14.43,0,106,3.533333333333333,2025-12
CUST0273,Hemangini Chadha,53,West Bengal,Premium,599,2025-02-16,2026-01-17,0,,6,8.32,0,335,11.166666666666666,2025-02
CUST0274,Oni Nath,40,Tamil Nadu,Standard,599,2024-08-16,2024-09-27,0,,1,1.72,0,42,1.4,2024-08
CUST0275,Advay Gulati,64,Delhi,Standard,399,2025-02-05,2025-03-14,0,,7,1.24,0,37,1.2333333333333334,2025-02
CUST0276,Eta Anand,26,Tamil Nadu,Basic,999,2025-08-13,2026-02-19,0,,3,16.48,0,190,6.333333333333333,2025-08
CUST0277,Wriddhish Butala,49,Delhi,Basic,599,2024-10-11,2025-06-13,0,,3,1.56,0,245,8.166666666666666,2024-10
CUST0278,Yug Bava,47,Maharashtra,Standard,399,2024-05-13,2025-07-05,1,2024-07-04,4,14.14,1,418,13.933333333333334,2024-05
CUST0279,Xiti Devan,59,Delhi,Premium,399,2024-12-05,2026-01-24,1,2025-11-27,1,8.61,1,415,13.833333333333334,2024-12
CUST0280,Wakeeta Tank,50,Delhi,Standard,599,2026-01-25,2026-03-21,1,2026-03-20,10,3.4,1,55,1.8333333333333333,2026-01
CUST0281,Ati Saxena,33,Maharashtra,Standard,599,2025-06-05,2026-02-10,0,,6,14.22,0,250,8.333333333333334,2025-06
CUST0282,Krishna Gara,39,Karnataka,Basic,599,2024-09-07,2025-04-11,1,2024-11-06,5,19.63,1,216,7.2,2024-09
CUST0283,Udant Gaba,56,West Bengal,Basic,599,2024-07-22,2026-03-10,0,,7,11.79,0,596,19.866666666666667,2024-07
CUST0284,Isaiah Muni,55,West Bengal,Premium,999,2025-11-07,2025-11-15,1,2025-12-04,10,19.91,1,8,0.26666666666666666,2025-11
CUST0285,Daniel Padmanabhan,49,West Bengal,Standard,599,2025-05-30,2025-07-23,0,,9,5.78,0,54,1.8,2025-05
CUST0286,Akshay Suri,54,Karnataka,Standard,399,2025-08-08,2026-03-19,1,2026-02-17,0,15.03,1,223,7.433333333333334,2025-08
CUST0287,Aryan Ganesan,47,Delhi,Basic,599,2025-10-10,2026-02-14,0,,3,11.84,0,127,4.233333333333333,2025-10
CUST0288,Caleb Wali,38,West Bengal,Premium,599,2024-07-30,2025-08-28,1,2026-01-08,1,8.28,1,394,13.133333333333333,2024-07
CUST0289,Chakradev Trivedi,29,Karnataka,Premium,999,2024-06-05,2025-09-24,1,2024-08-17,4,11.54,1,476,15.866666666666667,2024-06
CUST0290,Indali Kala,19,Delhi,Basic,599,2024-07-06,2025-01-02,1,2024-07-29,1,9.6,1,180,6.0,2024-07
CUST0291,Nakul Garde,19,Tamil Nadu,Standard,999,2025-04-05,2026-01-06,1,2025-05-31,3,1.34,1,276,9.2,2025-04
CUST0292,Yadavi Modi,46,Karnataka,Basic,599,2025-03-31,2025-10-25,0,,0,16.04,0,208,6.933333333333334,2025-03
CUST0293,Chanakya Kakar,32,Karnataka,Basic,999,2024-08-12,2025-12-01,0,,9,3.32,0,476,15.866666666666667,2024-08
CUST0294,Victor Dutta,24,Delhi,Basic,199,2024-06-25,2026-01-29,1,2024-06-29,4,2.09,1,583,19.433333333333334,2024-06
CUST0295,Naveen Khurana,39,West Bengal,Standard,399,2025-12-01,2025-12-30,1,2026-01-15,0,16.5,1,29,0.9666666666666667,2025-12
CUST0296,Yashodhara Pillay,48,Delhi,Premium,399,2024-12-04,2025-04-15,0,,0,17.77,0,132,4.4,2024-12
CUST0297,Adweta Bahri,38,Maharashtra,Premium,999,2024-10-25,2026-01-30,0,,2,4.6,0,462,15.4,2024-10
CUST0298,Kevin Khare,60,West Bengal,Premium,399,2025-12-01,2026-03-10,1,2026-01-29,3,3.71,1,99,3.3,2025-12
CUST0299,Yadavi Ravel,63,Karnataka,Basic,199,2025-09-14,2025-12-09,1,2025-12-05,10,14.38,1,86,2.8666666666666667,2025-09
CUST0300,Vanya Dutt,47,Karnataka,Premium,599,2024-08-03,2026-03-22,1,2026-02-28,3,3.45,1,596,19.866666666666667,2024-08
CUST0301,Quincy Ratta,53,Karnataka,Basic,399,2024-08-25,2025-06-24,1,2025-04-02,4,17.04,1,303,10.1,2024-08
CUST0302,Yauvani Johal,52,Tamil Nadu,Basic,999,2025-09-27,2026-01-21,0,,6,14.29,0,116,3.8666666666666667,2025-09
CUST0303,Rajata Sem,31,Karnataka,Standard,399,2024-04-02,2025-02-23,1,2025-04-27,0,7.42,1,327,10.9,2024-04
CUST0304,Mugdha Tailor,55,West Bengal,Basic,399,2025-11-09,2026-02-17,1,2025-11-12,6,8.49,1,100,3.3333333333333335,2025-11
CUST0305,Warinder Ahuja,56,West Bengal,Basic,399,2025-05-04,2026-03-08,0,,5,5.76,0,308,10.266666666666667,2025-05
CUST0306,Ojas Lala,53,Maharashtra,Standard,399,2024-11-05,2025-06-21,0,,3,16.42,0,228,7.6,2024-11
CUST0307,Quincy Krish,29,West Bengal,Standard,199,2024-08-05,2025-09-05,1,2024-08-17,0,7.69,1,396,13.2,2024-08
CUST0308,Udarsh Sridhar,45,Maharashtra,Basic,399,2025-08-20,2025-09-21,1,2025-11-08,10,16.44,1,32,1.0666666666666667,2025-08
CUST0309,Ekapad Mani,26,Maharashtra,Premium,399,2024-06-20,2025-01-03,1,2025-03-09,0,5.45,1,197,6.566666666666666,2024-06
CUST0310,Upma Oza,35,Tamil Nadu,Standard,999,2026-02-17,2026-03-28,0,,0,5.96,0,39,1.3,2026-02
CUST0311,Oeshi Parmer,29,Maharashtra,Premium,399,2025-12-16,2025-12-26,0,,1,15.11,0,10,0.3333333333333333,2025-12
CUST0312,Diya Ghose,44,Karnataka,Basic,599,2025-07-21,2025-09-01,0,,2,17.66,0,42,1.4,2025-07
CUST0313,Max Agrawal,18,Karnataka,Premium,199,2025-05-19,2025-10-09,0,,1,16.03,0,143,4.766666666666667,2025-05
CUST0314,Aachal Kaul,49,West Bengal,Premium,399,2025-06-09,2025-06-16,1,2025-10-05,3,4.89,1,7,0.23333333333333334,2025-06
CUST0315,Frederick Padmanabhan,57,Delhi,Premium,199,2024-05-28,2024-12-04,1,2025-01-25,8,19.02,1,190,6.333333333333333,2024-05
CUST0316,Anya Deol,60,Maharashtra,Basic,399,2024-04-19,2024-09-30,1,2024-10-08,9,7.09,1,164,5.466666666666667,2024-04
CUST0317,Bhavani Lad,38,Delhi,Basic,399,2024-09-03,2024-09-06,1,2025-04-14,2,2.1,1,3,0.1,2024-09
CUST0318,Edhitha Ranganathan,64,Delhi,Basic,399,2025-10-08,2026-02-10,0,,4,9.42,0,125,4.166666666666667,2025-10
CUST0319,Udant Datta,38,West Bengal,Premium,399,2025-10-30,2026-02-20,0,,10,3.09,0,113,3.7666666666666666,2025-10
CUST0320,Anmol Sarin,64,Tamil Nadu,Premium,199,2025-11-11,2026-01-19,0,,2,8.16,0,69,2.3,2025-11
CUST0321,Akshay Tandon,46,Delhi,Standard,399,2024-07-04,2024-07-05,1,2024-08-24,7,2.61,1,1,0.03333333333333333,2024-07
CUST0322,Sai Sem,41,Delhi,Premium,199,2025-09-19,2026-03-24,1,2025-10-29,10,1.27,1,186,6.2,2025-09
CUST0323,Ekanta Magar,65,Delhi,Basic,199,2025-04-16,2025-05-02,1,2026-02-08,5,6.65,1,16,0.5333333333333333,2025-04
CUST0324,Gaurangi Mittal,50,Tamil Nadu,Standard,199,2025-05-09,2025-12-01,0,,2,2.37,0,206,6.866666666666666,2025-05
CUST0325,Neha Narang,52,Delhi,Premium,399,2025-11-17,2026-01-17,1,2026-02-02,2,2.99,1,61,2.033333333333333,2025-11
CUST0326,Zansi Bhatia,60,Karnataka,Premium,199,2025-02-08,2025-07-07,0,,4,3.07,0,149,4.966666666666667,2025-02
CUST0327,Shivani Sekhon,60,Maharashtra,Premium,399,2025-09-25,2026-01-15,0,,3,3.91,0,112,3.7333333333333334,2025-09
CUST0328,Yachana Goyal,32,Karnataka,Premium,599,2024-11-04,2024-11-18,0,,3,12.92,0,14,0.4666666666666667,2024-11
CUST0329,Lucky Bhandari,27,Karnataka,Standard,199,2025-11-21,2025-12-26,1,2026-03-15,2,14.05,1,35,1.1666666666666667,2025-11
CUST0330,Rayaan Konda,24,Maharashtra,Standard,199,2025-04-25,2025-08-17,1,2025-05-29,7,3.62,1,114,3.8,2025-04
CUST0331,Pranav Iyengar,27,Tamil Nadu,Premium,999,2024-09-08,2025-10-21,1,2025-03-09,7,10.82,1,408,13.6,2024-09
CUST0332,Quincy Barman,29,Tamil Nadu,Premium,599,2025-09-04,2025-09-21,0,,7,5.84,0,17,0.5666666666666667,2025-09
CUST0333,Kamala Yogi,38,Maharashtra,Basic,399,2025-01-16,2025-07-31,0,,0,8.48,0,196,6.533333333333333,2025-01
CUST0334,Libni Bath,18,Karnataka,Standard,599,2024-08-02,2025-06-24,1,2025-02-28,8,4.7,1,326,10.866666666666667,2024-08
CUST0335,Jeevika Soni,26,Delhi,Basic,399,2024-05-03,2024-06-14,0,,2,10.26,0,42,1.4,2024-05
CUST0336,Gaurang Mutti,24,Tamil Nadu,Standard,599,2025-11-22,2026-02-23,0,,2,12.82,0,93,3.1,2025-11
CUST0337,Pranit Khalsa,51,Tamil Nadu,Standard,599,2025-07-03,2026-01-13,1,2025-07-18,3,16.86,1,194,6.466666666666667,2025-07
CUST0338,Vidhi Parsa,47,Tamil Nadu,Premium,999,2025-01-11,2026-01-26,1,2025-05-02,9,19.12,1,380,12.666666666666666,2025-01
CUST0339,Nitara Jayaraman,55,West Bengal,Standard,199,2025-05-05,2025-06-10,1,2025-11-20,9,7.83,1,36,1.2,2025-05
CUST0340,Laksh Memon,20,Maharashtra,Premium,199,2026-02-25,2026-03-02,0,,7,10.08,0,5,0.16666666666666666,2026-02
CUST0341,Dipta Dua,42,West Bengal,Standard,199,2025-08-13,2025-11-30,1,2026-01-29,2,3.25,1,109,3.6333333333333333,2025-08
CUST0342,Kavya Sunder,40,Delhi,Premium,999,2025-10-15,2026-03-11,0,,9,14.38,0,147,4.9,2025-10
CUST0343,Harita Khanna,64,Delhi,Basic,399,2024-08-13,2024-12-21,1,2025-12-12,5,5.95,1,130,4.333333333333333,2024-08
CUST0344,Aadhya Chaudhari,20,Karnataka,Standard,199,2025-03-25,2025-04-28,0,,4,16.1,0,34,1.1333333333333333,2025-03
CUST0345,Gaurangi Gupta,26,Delhi,Basic,399,2025-09-08,2025-09-29,0,,8,10.22,0,21,0.7,2025-09
CUST0346,Bhavna Tella,29,Karnataka,Basic,599,2025-12-11,2026-03-22,1,2026-03-31,7,14.51,1,101,3.3666666666666667,2025-12
CUST0347,Chaaya Jayaraman,42,Delhi,Premium,399,2025-01-13,2025-01-15,1,2026-02-03,6,13.49,1,2,0.06666666666666667,2025-01
CUST0348,Abha Sarma,51,West Bengal,Basic,399,2025-08-28,2026-02-21,1,2025-11-01,1,15.15,1,177,5.9,2025-08
CUST0349,Saumya Karnik,37,Delhi,Premium,199,2025-09-23,2025-10-06,0,,0,7.74,0,13,0.43333333333333335,2025-09
CUST0350,Bhanumati Bajwa,54,Delhi,Standard,399,2025-07-11,2025-10-06,1,2025-12-31,0,13.25,1,87,2.9,2025-07
CUST0351,Maanas Saha,28,Delhi,Standard,999,2025-05-10,2025-05-18,1,2025-07-26,3,2.77,1,8,0.26666666666666666,2025-05
CUST0352,Arya Khanna,44,Maharashtra,Standard,399,2024-09-05,2025-06-11,0,,5,7.91,0,279,9.3,2024-09
CUST0353,Ansh Nagar,63,Karnataka,Basic,999,2024-10-09,2025-08-09,1,2025-01-28,3,18.06,1,304,10.133333333333333,2024-10
CUST0354,Hiral Mitra,48,Tamil Nadu,Premium,599,2026-02-14,2026-03-15,1,2026-03-25,3,19.44,1,29,0.9666666666666667,2026-02
CUST0355,Arya Sandal,62,Maharashtra,Basic,199,2024-05-04,2025-08-06,0,,6,9.72,0,459,15.3,2024-05
CUST0356,Yashica Zacharia,29,Tamil Nadu,Premium,399,2025-11-11,2025-11-29,1,2026-03-23,0,15.0,1,18,0.6,2025-11
CUST0357,Lopa Som,58,West Bengal,Basic,999,2024-05-19,2026-01-11,0,,0,6.24,0,602,20.066666666666666,2024-05
CUST0358,Owen Patla,35,West Bengal,Standard,399,2025-11-04,2025-11-21,0,,7,17.07,0,17,0.5666666666666667,2025-11
CUST0359,Benjamin Bath,54,Delhi,Basic,999,2025-07-16,2025-11-12,1,2025-12-01,10,14.09,1,119,3.966666666666667,2025-07
CUST0360,Yashvi Buch,57,West Bengal,Standard,199,2025-05-22,2025-05-26,1,2025-05-31,8,4.05,1,4,0.13333333333333333,2025-05
CUST0361,Gaurang Subramaniam,36,Tamil Nadu,Standard,399,2025-04-17,2026-02-19,0,,2,15.65,0,308,10.266666666666667,2025-04
CUST0362,Widisha Shanker,22,Tamil Nadu,Basic,399,2025-06-19,2025-07-24,0,,1,11.15,0,35,1.1666666666666667,2025-06
CUST0363,Rajata Atwal,55,Maharashtra,Premium,199,2024-06-17,2025-06-13,0,,5,5.22,0,361,12.033333333333333,2024-06
CUST0364,Rachita Saha,51,West Bengal,Premium,199,2025-09-30,2026-02-15,0,,6,4.19,0,138,4.6,2025-09
CUST0365,Shivani Lad,31,Maharashtra,Premium,599,2024-07-03,2024-09-22,0,,4,13.31,0,81,2.7,2024-07
CUST0366,Vritti Bath,50,Karnataka,Premium,399,2025-06-17,2026-02-01,0,,10,2.54,0,229,7.633333333333334,2025-06
CUST0367,Wishi Buch,31,Tamil Nadu,Basic,399,2026-01-05,2026-01-05,1,2026-01-16,4,11.33,1,0,0.0,2026-01
CUST0368,Aayush Acharya,45,Maharashtra,Basic,199,2025-02-23,2025-05-28,1,2025-08-17,2,15.74,1,94,3.1333333333333333,2025-02
CUST0369,Eta Batta,52,Delhi,Standard,199,2024-07-11,2026-02-16,1,2024-09-22,10,4.05,1,585,19.5,2024-07
CUST0370,Karan Pau,34,Delhi,Premium,399,2025-02-09,2025-12-26,0,,1,12.68,0,320,10.666666666666666,2025-02
CUST0371,Amruta Sur,43,West Bengal,Standard,999,2025-05-14,2026-03-12,1,2025-07-31,8,17.42,1,302,10.066666666666666,2025-05
CUST0372,Gavin Ganguly,29,Tamil Nadu,Premium,599,2024-05-03,2024-06-23,0,,6,6.68,0,51,1.7,2024-05
CUST0373,Shravya Kala,53,Maharashtra,Premium,199,2024-06-26,2025-12-12,0,,2,2.91,0,534,17.8,2024-06
CUST0374,Aayush Barad,24,Delhi,Basic,399,2025-07-14,2025-12-17,1,2026-03-23,4,2.73,1,156,5.2,2025-07
CUST0375,Warda Sachdev,60,Karnataka,Premium,999,2025-12-03,2026-02-18,0,,2,2.55,0,77,2.566666666666667,2025-12
CUST0376,Rehaan Kala,60,Tamil Nadu,Basic,599,2024-05-19,2026-03-11,1,2024-07-09,10,10.38,1,661,22.033333333333335,2024-05
CUST0377,Kalpit Khalsa,65,Maharashtra,Standard,199,2025-03-30,2025-09-30,0,,8,17.71,0,184,6.133333333333334,2025-03
CUST0378,Lohit Dasgupta,45,West Bengal,Standard,199,2024-11-07,2024-11-17,1,2024-11-14,7,8.85,1,10,0.3333333333333333,2024-11
CUST0379,Jack Parikh,27,West Bengal,Standard,999,2025-11-11,2026-02-01,1,2026-02-13,6,16.44,1,82,2.7333333333333334,2025-11
CUST0380,Nitara Dugar,47,Tamil Nadu,Basic,599,2024-08-19,2025-11-07,0,,8,10.04,0,445,14.833333333333334,2024-08
CUST0381,Keya Choudhury,25,Tamil Nadu,Basic,599,2025-05-28,2025-10-10,0,,3,17.27,0,135,4.5,2025-05
CUST0382,Aarna Acharya,60,Karnataka,Premium,199,2025-03-01,2026-01-23,1,2026-01-11,2,6.45,1,328,10.933333333333334,2025-03
CUST0383,Anthony Tripathi,54,West Bengal,Basic,599,2026-01-19,2026-01-20,0,,4,9.76,0,1,0.03333333333333333,2026-01
CUST0384,Balveer Char,46,West Bengal,Basic,999,2024-10-11,2025-06-13,0,,4,9.78,0,245,8.166666666666666,2024-10
CUST0385,Vedhika Goel,47,Tamil Nadu,Premium,199,2024-12-17,2025-09-18,1,2025-06-09,4,14.3,1,275,9.166666666666666,2024-12
CUST0386,Ekaraj Dar,49,Delhi,Standard,599,2024-12-09,2025-07-25,0,,10,15.23,0,228,7.6,2024-12
